ts_event_et,trade_count,total_volume,avg_trade_size,price_range,buy_sell_ratio,realized_vol
2025-09-09 00:00:00-04:00,262364,918434,3.5006098397646017,91.75,0.9942632312643039,0.0001849567182678454
2025-09-10 00:00:00-04:00,305479,1061167,3.473780521737992,152.0,0.9733646988814401,0.0012416450086146173
2025-09-11 00:00:00-04:00,253511,933123,3.6807988607989395,153.5,0.9918096823770491,0.002613277392379304
2025-09-12 00:00:00-04:00,235584,853640,3.623505840804129,133.25,0.9536957357599283,0.004552510157558071
2025-09-15 00:00:00-04:00,259869,909338,3.4992169131370034,181.25,1.0291925521279635,0.006084556044524694
2025-09-16 00:00:00-04:00,279059,985141,3.5302247911731928,141.0,0.965509742345585,0.005428104998217982
2025-09-17 00:00:00-04:00,530047,1455943,2.7468186783436184,189.0,0.9636375652098854,0.005330584464340944
2025-09-18 00:00:00-04:00,341077,1137086,3.333810253989568,163.0,1.0009185580398463,0.004405833189585937
2025-09-19 00:00:00-04:00,263396,982369,3.7296276329177362,72.5,0.9899264895041434,0.0005440486409996876
2025-09-22 00:00:00-04:00,219869,821625,3.736884235613024,108.75,1.0030595950607653,0.00016294114500648525
2025-09-23 00:00:00-04:00,291507,1049123,3.5989633182050516,97.5,0.986700702365014,0.0001965673276233263
2025-09-24 00:00:00-04:00,293504,1020625,3.4773802060619277,101.0,1.0016022623866454,0.00021675824902250824
2025-09-25 00:00:00-04:00,423045,1393515,3.2940112753962345,98.25,0.9842246229159458,0.00041840971947798615
2025-09-26 00:00:00-04:00,340798,1036426,3.041173950551353,99.75,0.9871654267965335,0.0002894548321102739
2025-09-29 00:00:00-04:00,272064,932007,3.4256902787579393,94.0,0.9887482929327416,0.0002570057012272138
2025-09-30 00:00:00-04:00,354944,1209110,3.4064810223584567,91.0,1.020615421123788,0.00023610760022246146
2025-10-01 00:00:00-04:00,271926,965046,3.5489287526753603,122.25,1.0042908471619347,0.0002981026788597353
2025-10-02 00:00:00-04:00,285836,950513,3.325378888593459,131.5,0.9865925127073302,0.00022252369788352118
2025-10-03 00:00:00-04:00,336435,1145611,3.4051480969578076,86.5,1.000452262710503,0.00023169577016003644
2025-10-06 00:00:00-04:00,237723,816093,3.432957686046365,83.75,0.9879397450075758,0.00021466614752006395
2025-10-07 00:00:00-04:00,351697,1183476,3.365044342146791,110.75,0.9659755572868821,0.0002436160381111265
2025-10-08 00:00:00-04:00,228662,815594,3.566810401378454,77.5,1.0365360653813789,0.00016326357395883624
2025-10-09 00:00:00-04:00,322620,1135238,3.5188085053623457,93.5,0.9877294383171401,0.0002198800918194282
2025-10-10 00:00:00-04:00,792199,2169079,2.738048141944133,273.5,0.9928987765572342,0.0006613329353213771
2025-10-13 00:00:00-04:00,421662,1239034,2.938453073788959,96.25,1.0335234956606225,0.0006758249854572043
2025-10-14 00:00:00-04:00,552694,1631248,2.9514487220776777,175.75,1.0144534510948762,0.0006421823317930967
2025-10-15 00:00:00-04:00,578904,1666309,2.8783857081657755,148.5,1.015142206860855,0.0005217419955752704
2025-10-16 00:00:00-04:00,730927,1905804,2.607379396300862,158.5,0.9907867027677497,0.0005805215356295086
2025-10-17 00:00:00-04:00,550817,1444260,2.6220323628355695,109.25,1.010650072044605,0.0005356229066904482
2025-10-20 00:00:00-04:00,267057,908668,3.4025245546830827,97.0,1.0131601102436172,0.0003401340877063787
2025-10-21 00:00:00-04:00,318109,1046024,3.288256540996954,30.5,0.9952504210721078,0.0002197186314660477
2025-10-22 00:00:00-04:00,609282,1639910,2.6915451301696094,121.5,0.9807542256396133,0.00044602683090969557
2025-10-23 00:00:00-04:00,327651,1090827,3.3292344598368384,104.0,1.0178938430602855,0.00024200379071810785
2025-10-24 00:00:00-04:00,289627,957771,3.3069119937022444,78.0,1.0008042733025133,0.00036195815327411595
2025-10-27 00:00:00-04:00,222908,873416,3.918280187341863,71.75,1.095920061815791,0.00044459345645294984
2025-10-28 00:00:00-04:00,270496,950924,3.5154826688749554,120.25,1.0175633270602114,0.0002220880875501933
2025-10-29 00:00:00-04:00,433197,1219700,2.8155781318891866,125.25,1.0132045885945367,0.0004338176417588137
2025-10-30 00:00:00-04:00,455904,1327124,2.91097248543553,109.25,0.9764751437166771,0.0004507652177086491
2025-10-31 00:00:00-04:00,438026,1409789,3.21850529420628,105.25,0.9663316428718876,0.00045828989498449826
2025-11-03 00:00:00-05:00,337685,1075721,3.1855753142721768,94.75,0.9773919597066231,0.0003479806094484017
2025-11-04 00:00:00-05:00,428425,1245511,2.9071856217540994,105.5,0.9900092988774242,0.0006331909297010175
2025-11-05 00:00:00-05:00,325639,1034943,3.1781911871735264,123.5,0.9768891792306326,0.0002598428906828879
2025-11-06 00:00:00-05:00,535829,1525848,2.847639825392056,187.0,0.9866622572085526,0.00043145801507969266
2025-11-07 00:00:00-05:00,565644,1685556,2.9798884103782592,155.25,1.0300077078716638,0.0005448485002519105
2025-11-10 00:00:00-05:00,365512,1237887,3.386720545426689,138.0,1.016637967408286,0.00055993866217505
2025-11-11 00:00:00-05:00,346401,1093291,3.156142736308498,107.5,1.0063219941166,0.0002533064866498244
2025-11-12 00:00:00-05:00,378790,1141519,3.0135932838776105,92.25,1.0124872623929424,0.0002954606463411763
2025-11-13 00:00:00-05:00,613871,1721248,2.8039246030517813,196.5,0.9997792543210967,0.0004903378497389968
2025-11-14 00:00:00-05:00,570885,1599086,2.8010650130937056,173.5,0.9684692558626208,0.0007315646673570364
2025-11-17 00:00:00-05:00,533609,1542859,2.891366150121156,162.75,0.9907781002138056,0.0004916534478439286
2025-11-18 00:00:00-05:00,831055,2045309,2.4610994458850497,165.75,0.9946955939978973,0.0007197791915505017
2025-11-19 00:00:00-05:00,616493,1619096,2.6263007041442483,141.25,1.0005634359709386,0.0004374804138351644
